UTILCODE,PLNTCODE,PLNTNAME,CNTYNAME,STATE,PLNTZIP,WATSOURCE,NERC,NAICS,SERVICE AREA,REGULATORY STATUS
6204,2465,Animas,San Juan,NM,87401,Animas River,WECC,22,,RE
6204,55977,Bluffview,San Juan,NM,87401,Municipality,WECC,22,,RE
6205,56597,FL&P Elm Street Substation,St Francois,MO,63640,,SERC,22,,RE
6205,56598,FL&P Walton Street Substation,St Francois,MO,63640,,SERC,22,,RE
6205,56599,FL&P Jefferson Street Substation,St Francois,MO,63640,,SERC,22,,RE
6205,56600,FL&P Overall Road Station,St Francois,MO,63640,,SERC,22,,RE
6207,559,Rainbow,Hartford,CT,6095,Farmington River,NPCC,22,,RE
6231,2125,Fayette,Howard,MO,65248,,SPP,22,,RE
6235,1016,Butler-Warner Generation Plant,Cumberland,NC,28312,City Water,SERC,22,,RE
6274,4114,Fennimore,Grant,WI,53809,N/A,MRO,22,,RE
6288,10325,Mink Creek Hydro,Franklin,ID,83263,Mink Creek,WECC,22,PacifiCorp,NR
6306,55867,Fibrominn Biomass Power Plant,Swift,MN,56215,,MRO,22,Great River Energy,NR
6309,10851,FiberMark Warren Glen Mill,Hunterdon,NJ,8804,"Wells, Muscantecong River",RFC,322122,Jersey Central Power & Lt Co,NR
6315,54992,Fellsway Development LLC,Middlesex,MA,2180,NA,NPCC,622,NSTAR Electric Company,NR
6322,10511,Finch Pruyn,Warren,NY,12801,Hudson River,NPCC,322122,Niagara Mohawk Power Corp,NR
6338,3995,Arpin Dam,Sawyer,WI,54867,Chippewa River,MRO,22,"North Central Power Co, Inc",NR
6338,4018,Clam River Dam,Burnett,WI,54830,Clam River,MRO,22,Northwestern Wisconsin Elec Co,NR
6338,4019,Danbury Dam,Burnett,WI,54830,Yellow River,MRO,22,Northwestern Wisconsin Elec Co,NR
6338,55684,Flambeau Crowley Rapids Project,Price,WI,54552,Flambeau River,MRO,22,Northern States Power Co,NR
6338,55685,Flambeau Lower Project,Price,WI,54552,Flambeau River,MRO,22,Northern States Power Co,NR
6354,55581,King Mountain Wind Ranch 1,Upton,TX,79752,,ERCOT,22,AEP Texas North Company,NR
6359,52187,Falls Creek,Linn,OR,97329,Falls Creek,WECC,22,PacifiCorp,NR
6369,6575,Fishers Island,Suffolk,NY,6390,Harbor,NPCC,22,,RE
6371,54678,Sidney A Murray Jr Hydroelectric,Concordia,LA,71373,Mississippi River,SERC,22,Entergy Louisiana Inc,NR
6378,10657,Fish Lake Geothermal Project,Esmeralda,NV,89010,Fish Lake,WECC,22,Southern California Edison Co,NR
6404,55353,Lakota Ridge LLC,Lincoln,MN,56142,,MRO,22,Otter Tail Power Co,NR
6404,55354,Shaokatan Hills LLC,Lincoln,MN,56142,,MRO,22,Northern States Power Co,NR
6414,55745,Flint Valley Energy Development,Maury,TN,38410,Municipality,SERC,22,Tennessee Valley Authority,NR
6417,56117,Flora Site A,Clay,IL,62839,,SERC,22,,RE
6417,56118,Flora Site B,Clay,IL,62839,,SERC,22,,RE
6426,50026,Corpus Refinery,Nueces,TX,78409,,ERCOT,32411,AEP Texas Central Company,NR
6440,50530,Equilon Los Angeles Refining,Los Angeles,CA,90748,Wells,WECC,32411,Los Angeles City of,NR
6443,696,Marathon,Monroe,FL,33050,Raw Salt Water,FRCC,22,,RE
6452,609,Cape Canaveral,Brevard,FL,32927,Indian River,FRCC,22,,RE
6452,610,Cutler,Miami-Dade,FL,33158,Biscayne Bay,FRCC,22,,RE
6452,612,Fort Myers,Lee,FL,33902,Caloosahatchee River,FRCC,22,,RE
6452,613,Lauderdale,Broward,FL,33314,Dania Cut-Off Canal,FRCC,22,,RE
6452,617,Port Everglades,Broward,FL,33316,Intracoastal Waterway,FRCC,22,,RE
6452,619,Riviera,Palm Beach,FL,33404,Lake Worth,FRCC,22,,RE
6452,620,Sanford,Volusia,FL,32713,St. Johns River,FRCC,22,,RE
6452,621,Turkey Point,Miami-Dade,FL,33035,Biscayne Bay,FRCC,22,,RE
6452,6042,Manatee,Manatee,FL,34219,Little Manatee River,FRCC,22,,RE
6452,6043,Martin,Martin,FL,34956,Canal L-65,FRCC,22,,RE
6452,6045,St Lucie,St Lucie,FL,33497,Atlantic Ocean,FRCC,22,,RE
6452,6246,Putnam,Putnam,FL,32031,St. Johns River,FRCC,22,,RE
6452,7744,Unsited,,FL,0,,FRCC,22,,RE
6452,7893,Midway,Taylor,FL,,,FRCC,22,,RE
6452,56407,West County Energy Center,Palm Beach,FL,33470,Village of Wellington,FRCC,22,,RE
6455,624,Avon Park,Highlands,FL,33829,Lake Lotilla,FRCC,22,,RE
6455,627,Bayboro,Pinellas,FL,33701,,FRCC,22,,RE
6455,628,Crystal River,Citrus,FL,34428,Gulf Of Mexico,FRCC,22,,RE
6455,629,G E Turner,Volusia,FL,32725,Lake Monroe,FRCC,22,,RE
6455,630,Higgins,Pinellas,FL,34677,Tampa Bay,FRCC,22,,RE
6455,634,P L Bartow,Pinellas,FL,33702,Tampa Bay,FRCC,22,,RE
6455,637,Rio Pinar,Orange,FL,32807,,FRCC,22,,RE
6455,638,Suwannee River,Suwannee,FL,32060,Suwannee River,FRCC,22,,RE
6455,6046,DeBary,Volusia,FL,32713,,FRCC,22,,RE
6455,7302,Hines Energy Complex,Polk,FL,33830,Cooling Ponds,FRCC,22,,RE
6455,7345,University of Florida,Alachua,FL,32611,,FRCC,22,,RE
6455,7699,Tiger Bay,Polk,FL,33841,Cooling Towers,FRCC,22,,RE
6455,8048,Anclote,Pasco,FL,34691,Anclote River,FRCC,22,,RE
6455,8049,Intercession City,Osceola,FL,33848,,FRCC,22,,RE
6472,3573,Floydada,Floyd,TX,79235,N/A,SPP,22,,RE
6495,50514,Fort Miller Hydroelectric Facility,Saratoga,NY,12871,Hudson River,NPCC,22,Niagara Mohawk Power Corp,NR
6497,55498,Fond du Lac Energy Center LLC,Fond du Lac,WI,54935,Lake Winnebago,MRO,22,Wisconsin Public Service Corp,NR
6519,55098,Frontera Energy Center,Hidalogo,TX,78572,Rio Grande,ERCOT,22,AEP Texas Central Company,NR
6526,2835,Ashtabula,Ashtabula,OH,44004,Lake Erie,RFC,22,Cleveland Electric Illum Co,NR
6526,2837,Eastlake,Lake,OH,44095,Lake Erie,RFC,22,Cleveland Electric Illum Co,NR
6526,2838,Lake Shore,Cuyahoga,OH,44103,Lake Erie,RFC,22,Cleveland Electric Illum Co,NR
6526,2857,Edgewater,Lorain,OH,44052,Lake Erie,RFC,22,Ohio Edison Co,NR
6526,2860,Mad River,Clark,OH,45504,Mad River,RFC,22,Ohio Edison Co,NR
6526,2864,R E Burger,Belmont,OH,43947,Ohio River,RFC,22,Ohio Edison Co,NR
6526,2866,W H Sammis,Jefferson,OH,43961,Ohio River,RFC,22,Ohio Edison Co,NR
6526,2867,Toronto,Jefferson,OH,43964,Ohio River,RFC,22,Ohio Edison Co,NR
6526,2869,West Lorain,Lorain,OH,44053,Lake Erie,RFC,22,Ohio Edison Co,NR
6526,2877,Acme,Lucas,OH,43600,Maumee River,RFC,22,The Toledo Edison Co,NR
6526,2878,Bay Shore,Lucas,OH,43616,Lake Erie,RFC,22,The Toledo Edison Co,NR
6526,2880,Richland,Defiance,OH,43512,N/A,RFC,22,The Toledo Edison Co,NR
6526,2881,Stryker,Williams,OH,43557,N/A,RFC,22,The Toledo Edison Co,NR
6526,3117,York Haven,Dauphin,PA,17370,Willis Run,RFC,22,Metropolitan Edison Co,NR
6526,6094,Bruce Mansfield,Beaver,PA,15077,Ohio River,RFC,22,Pennsylvania Power Co,NR
6526,7972,Sumpter,Wayne,MI,48111,,RFC,22,FirstEnergy Generation Corp,NR
6526,8225,Seneca,Warren,PA,16365,Kinzua Reservoir,RFC,22,Pennsylvania Electric Co,NR
6527,54674,Ford Hydro LP,Clearwater,ID,83553,Jim Ford Creek,WECC,22,Avista Corp,NR
6529,50270,ExxonMobil Santa Ynez Facility,Santa Barbara,CA,93117,Wells,WECC,211,Southern California Edison Co,NR
6529,50728,ExxonMobil Garden City Gas Plant,St Mary,LA,70522,Municipality,SERC,211,Cleco Power LLC,NR
6529,54550,ExxonMobil Mobile Bay Onshore,Mobile,AL,36582,Wells,SERC,211,Alabama Power Co,NR
6529,54927,ExxonMobil Grand Isle Gas,Jefferson,LA,70358,,SERC,211,Entergy Louisiana Inc,NR
6529,54962,ExxonMobil Hawkins Gas Plant,Wood,TX,75765,,ERCOT,324,Southwestern Electric Power Co,NR
6529,56312,Shute Creek Facility,Lincoln,WY,83101,,WECC,211,PacifiCorp,NR
6538,10235,Ford Motor Co Rawsonville Plant,Washtenaw,MI,48197,,RFC,336,Detroit Edison Co,NR
6541,10554,Formosa Utility Venture Ltd,Calhoun,TX,77978,Lake Texana,ERCOT,325211,AEP Texas Central Company,NR
6554,10196,Moose River,Lewis,NY,13368,The Moose River,NPCC,22,Niagara Mohawk Power Corp,NR
6554,10197,Philadlephia,Jefferson,NY,13673,Indian River,NPCC,22,Niagara Mohawk Power Corp,NR
6554,10237,Diana Hydroelectric,Lewis,NY,13648,West Branch Oswegatchie River,NPCC,22,Niagara Mohawk Power Corp,NR
6554,10238,Dolgeville Hydro,Herkimer,NY,13329,East Canada Creek,NPCC,22,Niagara Mohawk Power Corp,NR
6562,10109,Franklin Industrial Complex,Merrimack,NH,3235,Winnepesnkee River,NPCC,22,Public Service Co of NH,NR
6564,54518,Formosa Plastics,East Baton Rouge,LA,70805,Mississippi River,SERC,325211,Entergy Gulf States Inc,NR
6567,56400,Treasure Coast Energy Center,St Lucie,FL,34981,Well Water + Treated Effluent,FRCC,22,,RE
6571,55615,Bloomfield Generating Chelsea Road,Richmond,NY,10314,N/A,NPCC,22,Consolidated Edison Co-NY Inc,NR
6571,55616,Bloomfield Generating South Avenue,Richmond,NY,10314,N/A,NPCC,22,Consolidated Edison Co-NY Inc,NR
6577,10360,Green Bay West Mill,Brown,WI,54304,Lower Fox River,MRO,322122,Wisconsin Public Service Corp,NR
6579,1138,Forest City,Winnebago,IA,50436,N/A,MRO,22,,RE
6589,10362,Muskogee Mill,Muskogee,OK,74403,Arkansas River,SPP,322122,Oklahoma Gas & Electric Co,NR
6607,55560,FPL Energy Vansycle LLC (WA),Walla Walla,WA,99360,,WECC,22,Bonneville Power Admin,NR
6607,55989,FPL Energy Vansycle LLC (OR),Umatilla,OR,97835,,WECC,22,PacifiCorp,NR
6615,56148,Ft. Pierre,Stanley,SD,57532,N/A,MRO,22,,RE
6616,658,Henry D King,St Lucie,FL,34950,Municipality,FRCC,22,,RE
6617,7412,John Harmon Gen,Peach,GA,31030,Municipal,SERC,22,,RE
6623,55652,Fort Pierce Repowering Project,St Lucie,FL,34950,Municipality,FRCC,22,Fort Pierce Utilities Auth,NR
6632,55453,Fountain Valley Power Facility,El Paso,CO,81008,Wells,WECC,22,"Mountain View Elec Assn, Inc",NR
6636,10108,Hampton Facility,Rockingham,NH,3842,,NPCC,314,Exeter & Hampton Electric Co,NR
6652,54548,Longfalls Facility,Jefferson,NY,13619,Black River,NPCC,22,Niagara Mohawk Power Corp,NR
6659,10342,Foster Wheeler Martinez,Contra Costa,CA,94553,Wells,WECC,22,Pacific Gas & Electric Co,NR
6667,54918,Ergon Refining Vicksburg,Warren,MS,39180,Municipality,SERC,32411,Entergy Mississippi Inc,NR
6675,50904,Fox Metro Water Reclamation District,Kendall,IL,60543,Wells,RFC,22,Commonwealth Edison Co,NR
6687,55489,Franklin County Generating Station,Franklin,IL,62890,,,22,Central Illinois Pub Serv Co,NR
6693,55801,FPL Energy Marcus Hook LP,Delaware County,PA,19061,Delaware River,RFC,22,PECO Energy Co,NR
6710,7429,Edenton Generators,Chowan,NC,27932,N/A,SERC,22,,RE
6715,55953,Pretlow,Southampton,VA,23851,N/A,SERC,22,,RE
6715,55954,Downtown,Southampton,VA,23851,N/A,SERC,22,,RE
6716,56017,Franklin/Grays,Franklin,WA,99302,Wells,WECC,22,,RE
6723,2238,Franklin,Franklin,NE,68939,N/A,MRO,22,,RE
6727,55527,Franklin County Power,Franklin,IL,62812,Rend Lake,SERC,22,Illinois Power Co,NR
6738,54224,Franklin Heating Station,Olmsted,MN,55902,"Well, Municipal",MRO,622,Rochester Public Utilities,NR
6762,1277,Fredonia,Wilson,KS,66736,Municipality,SPP,22,,RE
6763,55226,Freestone Power Generation LP,Freestone,TX,75840,Richland Chambers Resovoir,ERCOT,22,TXU Electric Delivery Company,NR
6764,943,Freeburg,St Clair,IL,62243,municipal -Village of Freeburg,SERC,22,,RE
6765,55818,Frederickson Power LP,Pierce,WA,98446,Municipality,WECC,22,Bonneville Power Admin,NR
6767,55728,Kelson Ridge Generating Station,Charles,MD,20602,Municipality,,22,Southern Maryland Elec Coop Inc,NR
6775,2678,Plant No 1,Nassau,NY,11520,N/A,NPCC,22,,RE
6775,2679,Plant No 2,Nassau,NY,11520,N/A,NPCC,22,,RE
6778,56024,Berlin Gorham,Coos,NH,3570,Androscoggin River,NPCC,322,Public Service Co of NH,NR
6779,2240,Lon Wright,Dodge,NE,68025,Wells,MRO,22,,RE
6789,10656,French Paper Hydro,Berrien,MI,49120,St Joseph River,RFC,322122,Indiana Michigan Power Co,NR
6807,10156,Fresno Cogen Partners,Fresno,CA,93660,Cooling,WECC,22,Pacific Gas & Electric Co,NR
6811,54238,Port of Stockton District Energy Fac,San Joaquin,CA,95203,California Water Service,WECC,22,Pacific Gas & Electric Co,NR
6815,55191,Front Range Power,Weld,CO,80621,,WECC,22,Public Service Co of Colorado,NR
6830,10735,Barber Dam,Ada,ID,83712,Boise River,WECC,22,Idaho Power Co,NR
6831,54520,Village Creek Wastewater Treatment Plant,Tarrant,TX,76012,,ERCOT,22132,TXU Electric Delivery Company,NR
6832,55107,Rhode Island State Energy Partners,Providence,RI,2919,Municipality,NPCC,22,New England Power Company,NR
6833,55043,Cherokee County Cogen,Cherokee,SC,29340,Municipality,SERC,22,Duke Energy Corporation,NR
6837,54138,Fulton Cogeneration Associates,Oswego,NY,13069,City Of Fulton,NPCC,311,Niagara Mohawk Power Corp,NR
6838,54034,Rensselaer Cogen,Rensselaer,NY,12144,Rensselaer Municipal Water,NPCC,22,Niagara Mohawk Power Corp,NR
6839,2126,Fulton,Callaway,MO,65251,Municipality / Wells,SERC,22,,RE
6844,55480,Forney Energy Center,Kaufman,TX,75126,Grey Water from Garland POTW,ERCOT,22,TXU Electric Delivery Company,NR
6850,56010,Hancock County Wind Energy Cen,Hancock,IA,50438,,MRO,22,Interstate Power and Light Co,NR
6854,6115,Seabrook,Rockingham,NH,3874,Atlantic Ocean,NPCC,22,UNITIL Power Corporation,NR
6862,55370,Green Mountain Wind Farm,Somerset,PA,15542,,RFC,22,"Somerset Rural Elec Coop, Inc",NR
6865,56052,Meyersdale Windpower,Somerset,PA,15552,,RFC,22,PPL Electric Utilities Corp,NR
6870,55986,Mountaineer Wind Energy Center,Tucker,WV,26292,,RFC,22,"Allegheny Electric Coop, Inc",NR
6883,54788,Evanston Township High School,Cook,IL,60204,,RFC,611,Commonwealth Edison Co,NR
6889,54906,Georgia Pacific Center,Fulton,GA,30303,,SERC,514,Georgia Power Co,NR
6897,52182,G-P Gypsum,Chatham,GA,31498,N/A,SERC,327,Savannah Electric & Power Co,NR
6909,663,Deerhaven Generating Station,Alachua,FL,32606,Wells,FRCC,22,,RE
6909,664,John R Kelly,Alachua,FL,32601,Wells,FRCC,22,,RE
6909,7963,South West Landfill,Alachua,FL,32618,,FRCC,22,,RE
6909,56518,GRU Energy Center at Shands,Alachua,FL,32608,Municipality,FRCC,22,,RE
6915,7437,Galena Electric Utility,Yukon-Koyukuk,AK,99741,N/A,ASCC,22,,RE
6924,2127,Gallatin,Daviess,MO,64640,,SPP,22,,RE
6924,8017,Gallatin #2,Daviess,MO,64640,,SPP,22,,RE
6949,7281,Gardner Energy Center,Johnson,KS,66030,,SPP,22,,RE
6957,3699,Boulder,Garfield,UT,84716,Boulder Creek,WECC,22,,RE
6958,794,Lewisville,Denton,TX,75067,Lewisville Lake,ERCOT,22,,RE
6958,3574,C E Newman,Dallas,TX,75040,Municipality,ERCOT,22,,RE
6958,3576,Ray Olinger,Collin,TX,75173,Lake Lavon,ERCOT,22,,RE
6958,4266,Spencer,Denton,TX,76205,Gle And Municipal Wastewater,ERCOT,22,,RE
6965,1278,Garnett Municipal,Anderson,KS,66032,N/A,SPP,22,,RE
6985,56054,G.McNeilus Windfarm -Dodge Center,Dodge,MN,55927,,MRO,22,Great River Energy,NR
6985,56307,Adams Wind Farm,Mower,MN,55909,,MRO,22,Dairyland Power Coop,NR
6996,50997,Ciniza Refinery,McKinley,NM,87301,,WECC,32411,Continental Divide El Coop Inc,NR
7011,55591,Rockford Electric,Ogle,IL,61020,None,RFC,22,Commonwealth Edison Co,NR
7011,55592,Mallard Lake Electric,Du Page,IL,60103,Municipality,RFC,22,Commonwealth Edison Co,NR
7011,55593,Quad Cities,Rock Island,IL,61264,None,SERC,22,MidAmerican Energy Co,NR
7011,55594,South Barrington Electric,Du Page,IL,60010,None,RFC,22,Commonwealth Edison Co,NR
7013,55194,Gateway Power Project,Upshur,TX,75644,Municipality,SPP,22,Southwestern Electric Power Co,NR
7014,10047,Orange County New York,Orange,NY,10924,Wells,NPCC,22,Orange & Rockland Utils Inc,NR
7014,10386,San Marcos,San Diego,CA,92069,None,WECC,22,San Diego Gas & Electric Co,NR
7014,10387,Sycamore San Diego,San Diego,CA,92071,None,WECC,22,San Diego Gas & Electric Co,NR
7019,50333,Gay Robinson,Kauai,HI,96747,Olokele Ditch,HICC,311,Kauai Island Utility Cooperative,NR
7042,10886,Gaylord Container Antioch,Contra Costa,CA,94509,San Joaquin River,WECC,322122,Pacific Gas & Electric Co,NR
7043,54427,Gaylord Container Bogalusa,Washington,LA,70427,Wells,SERC,322122,Entergy Louisiana Inc,NR
7049,10029,General Electric Aircraft Engines,Essex,MA,1910,Saugus River,NPCC,336,Massachusetts Electric Co,NR
7055,55038,Westroads Shopping Center,Douglas,NE,68114,Municipality,MRO,441,Omaha Public Power District,NR
7057,54924,General Mills West Chicago,Du Page,IL,60185,Municipality,RFC,311,Commonwealth Edison Co,NR
7067,54318,General Chemical,Sweetwater,WY,82935,Green River,WECC,325188,PacifiCorp,NR
7075,10058,General Electric Diesel Engine Plant,Mercer,PA,16127,Municipality,RFC,336,Pennsylvania Power Co,NR
7080,10059,General Electric Great Falls Upper Hydro,Strafford,NH,3878,Salmon Falls River,NPCC,335,Public Service Co of NH,NR
7091,10778,Geneva Steel,Utah,UT,84058,Provo River,WECC,331111,PacifiCorp,NR
7092,54564,"General Mills, Inc.",Erie,NY,14203,Municipality,NPCC,311,Niagara Mohawk Power Corp,NR
7095,944,Geneseo,Henry,IL,61254,Municipality,SERC,22,,RE
7096,56462,Geneva Generation Facility,Kane,IL,60134,Municipal,RFC,22,,RE
7097,50358,General Electric Erie PA Power,Erie,PA,16531,Erie Water Works,RFC,336,Pennsylvania Electric Co,NR
7100,56181,Genoa Diesel Generating Station,Ottawa,OH,43430,NA,RFC,22,,RE
7109,55476,GenPower Anderson LLC,Anderson,SC,29624,Recycled Wastewater,SERC,22,Duke Energy Corporation,NR
7113,55868,Genova Oklahoma I LLC,Grady,OK,73018,Chickasha WWTP & Ft Cobb Lake,SPP,22,AEP Generating Company,NR
7127,10361,Savannah River Mill,Effingham,GA,31326,Savannah River,SERC,322122,Savannah Electric & Power Co,NR
7134,10835,Old Town,Somerset,ME,4912,Well,NPCC,22,Central Maine Power Co,
7136,10699,Georgia Pacific Naheola Mill,Choctaw,AL,36916,Tombigbee River,SERC,322122,Alabama Power Co,NR
7140,649,Vogtle,Burke,GA,30830,Savannah,SERC,22,,RE
7140,699,Arkwright,Bibb,GA,31208,Ocmulgee River,SERC,22,,RE
7140,700,Atkinson,Cobb,GA,30080,Chattahoochee River,SERC,22,,RE
7140,701,Barnett Shoals,Oconee,GA,31024,Oconee River,SERC,22,,RE
7140,702,Bartletts Ferry,Lee,AL,36874,Chattahoochee River,SERC,22,,RE
7140,703,Bowen,Bartow,GA,30120,Etowah River,SERC,22,,RE
7140,704,Burton,Rabun,GA,30523,Tallulah River,SERC,22,,RE
7140,706,Flint River,Dougherty,GA,31071,Flint River,SERC,22,,RE
7140,707,Goat Rock,Lee,AL,36877,Chattahoochee River,SERC,22,,RE
7140,708,Hammond,Floyd,GA,30129,Coosa River,SERC,22,,RE
7140,709,Harllee Branch,Putnam,GA,31061,Lake Sinclair,SERC,22,,RE
7140,710,Jack McDonough,Cobb,GA,30080,Chattahoochee River,SERC,22,,RE
7140,711,Langdale,Chambers,AL,36854,Chattahoochee River,SERC,22,,RE
7140,712,Lloyd Shoals,Jasper,GA,31024,Ocmulgee River,SERC,22,,RE
7140,715,McManus,Glynn,GA,31523,Turtle River,SERC,22,,RE
7140,717,Morgan Falls,Fulton,GA,30350,Chattahoochee River,SERC,22,,RE
7140,718,Nacoochee,Rabun,GA,30523,Tallulah River,SERC,22,,RE
7140,719,North Highlands,Muscogee,GA,31904,Chattahoochee River,SERC,22,,RE
7140,720,Oliver Dam,Muscogee,GA,31904,Chattahoochee River,SERC,22,,RE
7140,722,Sinclair Dam,Baldwin,GA,31024,Oconee River,SERC,22,,RE
7140,723,Tallulah Falls,Habersham,GA,30523,Tallulah River,SERC,22,,RE
7140,724,Terrora,Rabun,GA,30523,Tallulah River,SERC,22,,RE
7140,725,Tugalo,Habersham,GA,30523,Tugalo River,SERC,22,,RE
7140,727,Mitchell,Dougherty,GA,31705,Flint River,SERC,22,,RE
7140,728,Yates,Coweta,GA,30264,Chattahoochee River,SERC,22,,RE
7140,729,Yonah,Stephens,GA,30523,Tugalo River,SERC,22,,RE
7140,732,Boulevard,Chatham,GA,31405,,SERC,22,,RE
7140,733,Kraft,Chatham,GA,31405,Savannah River,SERC,22,,RE
7140,734,Riverside,Chatham,GA,31402,Savannah River,SERC,22,,RE
7140,6051,Edwin I Hatch,Appling,GA,31513,Altamah River,SERC,22,,RE
7140,6052,Wansley,Heard,GA,30170,Chattahoochee River,SERC,22,,RE
7140,6087,Wallace Dam,Hancock,GA,31024,Oconee River,SERC,22,,RE
7140,6124,McIntosh,Effingham,GA,31326,Savannah River,SERC,22,,RE
7140,6257,Scherer,Monroe,GA,31046,Lake Juliette,SERC,22,,RE
7140,6258,Wilson,Burke,GA,30830,None,SERC,22,,RE
7140,7348,Robins,Houston,GA,31098,None,SERC,22,,RE
7140,7711,GPC3,,GA,0,,SERC,22,,RE
7140,7712,GPC4,,GA,0,,SERC,22,,RE
7140,7713,GPC5,,GA,0,,SERC,22,,RE
7140,7714,GPC6,,GA,0,,SERC,22,,RE
7140,56150,McIntosh Combined Cycle Facility,Effingham,GA,31326,Savannah River,SERC,22,,RE
7156,55629,GenPower Keo LLC,Lonoke,AR,72046,,SERC,22,Entergy Arkansas Inc,NR
7160,286,Geysers Unit 5-20,Sonoma,CA,95461,Wells,WECC,22,Pacific Gas & Electric Co,NR
7160,510,Sonoma California Geothermal,Lake,CA,95461,Wells,WECC,22,Pacific Gas & Electric Co,NR
7160,10199,West Ford Flat Power Plant,Lake,CA,95461,Well,WECC,22,Pacific Gas & Electric Co,NR
7160,10469,Bear Canyon Power Plant,Lake,CA,95461,Well,WECC,22,Pacific Gas & Electric Co,NR
7160,50066,Calistoga Power Plant,Lake,CA,95461,Wells,WECC,22,Pacific Gas & Electric Co,NR
7160,52158,Aidlin Geothermal Power Plant,Sonoma,CA,95425,Wells,WECC,22,Pacific Gas & Electric Co,NR
7166,10610,Georgia Pacific Monticello Paper,Lawrence,MS,39654,Pearl River,SERC,32213,Southern Pine Elec Pwr Assn,NR
7167,50479,Georgia Pacific Big Island,Bedford,VA,24526,James River,RFC,32213,Appalachian Power Co,NR
7168,52175,CITGO Refinery Powerhouse,Calcasieu,LA,70663,Calcasieu River,SERC,32411,Entergy Gulf States Inc,NR
7172,54101,Georgia Pacific Cedar Springs,Early,GA,31732,Chattahoochee River,SERC,32213,Georgia Power Co,NR
7175,10031,General Mills Operations Lodi,San Joaquin,CA,95242,NA,WECC,311,Pacific Gas & Electric Co,NR
7180,10159,Romulus Operations Powertrain,Wayne,MI,48174,,MRO,336,Detroit Edison Co,NR
7188,10607,Georgia Pacific Fort Bragg,Mendocino,CA,95437,Coooling Tower,WECC,321,Pacific Gas & Electric Co,NR
7189,55507,Gila Bend Power Generation Station,Maricopa,AZ,85337,Wells,WECC,22,Arizona Public Service Co,NR
7191,55051,Georgia Gulf Plaquemine,Iberville,LA,70765,Well,SERC,325188,Entergy Louisiana Inc,NR
7192,55475,Glenville Energy Park Project,Schenectady,NY,12302,Municipality,NPCC,22,Niagara Mohawk Power Corp,NR
7193,54647,TPC Windfarms LLC,Kern,CA,93501,,WECC,22,Southern California Edison Co,NR
7199,10113,John B Rich Memorial Power Station,Schuylkill,PA,17931,Mine Shaft,RFC,22,PPL Electric Utilities Corp,NR
7209,54225,Gillette SBMC,Suffolk,MA,2127,Fort Point Channel,NPCC,332,Boston Edison Co,NR
7239,10032,Powertrain Warren General Motors,Macomb,MI,48091,Municipality,RFC,339,Detroit Edison Co,NR
7240,10111,GM WFG Pontiac Site Power Plant,Oakland,MI,48340,Municipality,RFC,336,Detroit Edison Co,NR
7257,1279,Girard,Crawford,KS,66743,Municipality,SPP,22,,RE
7277,55845,Four Mile Hill,Siskiyou,CA,96097,Geothermal Resource,WECC,22,Bonneville Power Admin,NR
7277,55846,Telephone Flat,Siskiyou,CA,96097,Geothermal Resource,WECC,22,Bonneville Power Admin,NR
7292,1975,Glencoe,McLeod,MN,55336,Municipality,MRO,22,,RE
7294,377,Grayson,Los Angeles,CA,91201,Reclaimed Sewage Water,WECC,22,,RE
7301,54413,Glenwood Springs Salt Project,Garfield,CO,80014,Glenwood Springs,WECC,22,Public Service Co of Colorado,NR
7308,55969,Hawkeye Energy Greenport LLC,Suffolk,NY,11944,Municipality,NPCC,22,Long Island Power Authority,NR
7353,6285,North Pole,Fairbanks North Star,AK,99705,,ASCC,22,,RE
7353,6286,Fairbanks,Fairbanks North Star,AK,99701,,ASCC,22,,RE
